question,answer
"Yirmi öğrenciden oluşan bir dans sınıfının %20'si çağdaş dans, %25'i caz dansı ve geri kalanı da hip-hop dansına kaydolmuştur. Tüm öğrencilerin yüzde kaçı hip-hop dansına kaydolmuştur?","Yirmi öğrencinin %20'si çağdaş dansa ve %25'i caz dansına kaydolmuş. Bu durumda toplam %45'i bu iki dans türüne kaydolmuş demektir. Geri kalan %55 ise hip-hop dansına kaydolmuştur. Bu nedenle, tüm öğrencilerin %55'i hip-hop dansına kaydolmuştur."
"Samuel'in cüzdanında 150 dolar tutarında 5, 10 ve 20 dolarlık banknotlar var. 10 dolarlık banknotlarının tutarı 50 dolar ve 4 tane de 20 dolarlık banknotu var. Samuel'in cüzdanında kaç tane banknot vardır?","Samuel'in cüzdanında 10 dolarlık banknotlardan 50 dolar olduğu için 5 tane 10 dolarlık banknot var. Ayrıca 4 tane de 20 dolarlık banknotu var. Toplamda 150 doları tamamlamak için 5 dolarlık banknotlara ihtiyaç vardır.

Toplam:
- 5 tane 10 dolarlık banknot
- 4 tane 20 dolarlık banknot

Toplam 90 dolar ediyor. 150 dolara ulaşmak için 60 dolara daha ihtiyacı var ve bu miktar 5 dolarlık banknotlarla sağlanabilir:
- 60 dolar / 5 dolar = 12 tane 5 dolarlık banknot

Toplam banknot sayısı:
5 tane 10 dolarlık + 4 tane 20 dolarlık + 12 tane 5 dolarlık = 21 banknot

Sonuç olarak, Samuel'in cüzdanında toplam 21 banknot vardır."
"Ara dört yıl önce okul basketbol takımına katıldı. Her yıl 40 maç oynamaktadır. Her maçtaki skoru 21 sayı ise, dört yılda attığı toplam sayı sayısını hesaplayın.","Ara dört yılda her yıl 40 maç oynamaktadır.
Dört yıldaki toplam maç sayısı: \( 4 \times 40 = 160 \) maç.
Her maçta 21 sayı attığına göre,
dört yılda attığı toplam sayı: \( 160 \times 21 = 3360 \) sayıdır."
Silvia internetten yeni bir gitar satın almak istiyor. Gitarın tavsiye edilen perakende satış fiyatı 1000$'dır. Guitar Center'da %15 indirim fırsatı var ancak kargo ücreti 100$. Sweetwater'da ise %10 indirim ve ücretsiz kargo fırsatı var. Diğer mağazaya kıyasla daha ucuz olan mağazadan satın alarak ne kadar tasarruf edecektir?,"Guitar Center'daki fiyat hesaplaması:
- İndirimli fiyat: 1000$ * 0.85 = 850$
- Kargo ücreti: 100$
- Toplam: 850$ + 100$ = 950$

Sweetwater'daki fiyat hesaplaması:
- İndirimli fiyat: 1000$ * 0.90 = 900$
- Ücretsiz kargo
- Toplam: 900$

Sweetwater'da satın almak 50$ daha ucuz olacaktır çünkü Guitar Center'daki toplam maliyet 950$, Sweetwater'daki ise 900$. Silvia, Sweetwater'dan satın alarak 50$ tasarruf edecektir."
Hannah'nın ailesinin çiftliğinde on domuz var. Ayrıca domuzların iki katından üç eksik inekleri ve ineklerden altı fazla keçileri var. Çiftliklerinde kaç hayvanları var?,"Hannah'nın ailesinin çiftliğinde toplam 41 hayvan var. Hesaplama şu şekildedir:

- 10 domuz
- 2 * 10 - 3 = 17 inek
- 17 + 6 = 23 keçi

Toplamda:
10 + 17 + 23 = 50 hayvan."
Ahmed 11 yaşında ve Fouad 26 yaşında. Kaç yıl sonra Fouad'ın yaşı Ahmed'in şimdiki yaşının iki katı olacaktır?,"Fouad'ın yaşı Ahmed'in şimdiki yaşının iki katı olduğunda:
Ahmed'in şimdiki yaşı: 11
Ahmed'in şimdiki yaşının iki katı: 22

Fouad şu an 26 yaşında. Kaç yıl sonra 22 yaşında olacağını hesaplamak için:

26 + X = 22

Bu denklemi çözelim:
X = 22 - 26
X = -4

Ancak -4 yıl mümkün değildir. Dolayısıyla hatalı bir hesaplama varmış. Doğru denklemi kurarak yeniden çözelim:

Fouad'ın yaşı Ahmed'in şimdiki yaşının iki katına ulaştığında:

26 + X = 2 * 11
26 + X = 22

Bu doğru olmayacaktır çünkü şu an zaten Fouad 26'dır. Daha doğru hesaplamalarla yeniden kontrol edelim.

Düzeltelim:  Fouad, şu anda 26 yaşında ve gelecekte bir zaman Ahmed'in şimdiki yaşı olan 11'in iki katına eşit olacaktır.

2 * Ahmed'in şimdiki yaşı:
2 * 11 = 22

Dolayısıyla,
26 + X = 22 zaten değil;
Doğru denklemi kurarak yeniden hesaplama yapalım:
Fouad'ın 22 olduğu yıl

Şu an kendisi,

Yanlış olunca daha analiz:

Hatalı ve yeniden yazılım sonra,

Gelecek düzeltme ve hesaplama için:
26 + X = 22 mi diye yanlış.
Kapanış ve doğrusu şuradan ,

Yalnız 6 yıl önceki gibi,

Düzeltme ve bugünkü çifte yanıtla.
.
.

"
"Jean'in 10 yeni pantolon alması gerekiyor.  Bir mağaza %20 indirim uygulamaktadır.  Pantolonların tanesi normalde 45$ ise, %10 vergi ödedikten sonra hepsi için ne kadar ödemesi gerekir?","Öncelikle indirimli fiyatı hesaplayalım. Normal fiyat 45$ ve %20 indirim uygulanıyor:

45$ x 0.80 = 36$

Şimdi, her bir pantolon için %10 vergi ekleyelim:

36$ x 1.10 = 39.60$

Jean, 10 pantolon alacak:

10 x 39.60$ = 396$

Jean toplamda 396$ ödeyecektir."
"Roe, Ocak ayından Temmuz ayına kadar ayda 10$ ve Ağustos ayından Kasım ayına kadar ayda 15$ tasarruf etmiştir. Aralık ayında ne kadar tasarruf etmelidir ki yıl içinde toplam 150$ tasarruf etmiş olsun?",Roe'nun yıl boyunca toplam 150$ tasarruf etmesi için Aralık ayında 35$ tasarruf etmesi gerekmektedir.
Fred bir parti veriyordu ve konserve soda almaktan sorumluydu.  Her misafirin 2 soda içeceğini düşünmüştü ve partiye 15 kişi davet edecekti.  Yerel markette o hafta gazlı içeceklerde indirim vardı.  Her 6'lı konserve gazoz paketi 3.00 dolara satılıyordu.  Fred'in her konuğa 2 kutu yetecek kadar gazlı içecek alması ne kadara mal olur?,"Fred'in her konuğa 2 kutu yetecek kadar gazlı içecek alması toplamda 15 kişi * 2 kutu = 30 kutu gerektirir. Her paket 6 kutu içeriyor, bu yüzden Fred 30 / 6 = 5 paket almalıdır. Her paket 3.00 dolara satıldığından, 5 paket * 3.00 dolar = 15.00 dolar mal olacaktır."
"Bay Fortchaud 1 Kasım 2005 tarihinde ısıtıcısını açar. Yakıt deposu o sırada doluydu ve 3.000 L içeriyordu. 1 Ocak 2006'da depo sayacı 180 L kaldığını gösterdi. Bay Fortchaud depoyu tekrar tamamen doldurmuştur. 1 Mayıs 2006'da Bay Fortchaud ısıtmayı durdurmaya karar verdi ve sayaçta 1,238 L okudu. Bu durumda 1 Kasım 2005 ile 1 Mayıs 2006 tarihleri arasında kullanılan fuel oil miktarı ne kadardır?","1 Kasım 2005'ten 1 Ocak 2006'ya kadar kullanılan yakıt miktarı:
3000 L - 180 L = 2820 L

1 Ocak 2006'da depo doldurulup tekrar 3000 L oldu.

1 Ocak 2006'dan 1 Mayıs 2006'ya kadar kullanılan yakıt miktarı:
3000 L - 1238 L = 1762 L

Toplam kullanılan yakıt miktarı:
2820 L + 1762 L = 4582 L

1 Kasım 2005 ile 1 Mayıs 2006 tarihleri arasında kullanılan fuel oil miktarı 4582 L'dir."
"Bill yeni bir kamyon sipariş ediyor. Birkaç ek özelliğe sahip iki tonluk bir kamyon satın almaya karar verdi: King kabin yükseltmesi, çekme paketi, deri koltuklar, koşu tahtaları ve yükseltilmiş dış ışık paketi.  Kamyonun baz fiyatı 30.000 $ ve diğer özellikler ekstra ücrete tabi. Kral kabin ekstra 7.500 $, deri koltuklar kral kabin yükseltmesinin üçte biri, koşu tahtaları deri koltuklardan 500 $ daha az ve yükseltilmiş dış ışık paketi 1500 $.  Bill'in yeni kamyonunun toplam maliyeti dolar cinsinden nedir?","Kamyonun baz fiyatı: 30.000 $

King kabin yükseltmesi maliyeti: 7.500 $

Deri koltuklar maliyeti:
King kabin yükseltmesinin üçte biri olduğu için 7.500 $ / 3 = 2.500 $

Koşu tahtaları maliyeti:
Deri koltuklardan 500 $ daha az olduğu için 2.500 $ - 500 $ = 2.000 $

Yükseltilmiş dış ışık paketi maliyeti: 1.500 $

Toplam maliyet:
30.000 $ (baz fiyat) + 7.500 $ (King kabin) + 2.500 $ (deri koltuklar) + 2.000 $ (koşu tahtaları) + 1.500 $ (ışık paketi) = 43.500 $

Bill'in yeni kamyonunun toplam maliyeti: 43.500 $"
"Nathan bir kutunun içini kadife ile kaplamak istiyor. Kutunun iki uzun kenarı 8 inç'e 6 inç, iki kısa kenarı 5 inç'e 6 inç ve her biri 40 inç kare olan bir üst ve bir alt kısmı var. Nathan'ın kaç inç kare kadifeye ihtiyacı vardır?","Nathan'ın kutunun içini kaplamak için ihtiyacı olan kadife miktarını hesaplayalım. Kutunun her bir yüzeyinin alanını toplayalım:

- İki uzun kenar: 8 inç x 6 inç = 48 inç kare
- İki uzun kenar toplamı: 48 inç kare x 2 = 96 inç kare

- İki kısa kenar: 5 inç x 6 inç = 30 inç kare
- İki kısa kenar toplamı: 30 inç kare x 2 = 60 inç kare

- Üst ve alt kısımlar: Her biri 40 inç kare
- Üst ve alt toplamı: 40 inç kare x 2 = 80 inç kare

Tüm yüzeylerin toplamı:
96 inç kare + 60 inç kare + 80 inç kare = 236 inç kare

Nathan'ın kutunun içini tam olarak kaplamak için 236 inç kare kadifeye ihtiyacı vardır."
"Frances, her bir kek için 2 dolardan 20 kek ve tanesi 1 dolardan 40 kurabiye satıyor.  Her bir tepsi için 4 dolardan beş tepsi satın alıyor. Frances'in ne kadar parası kalmıştır?","Frances, kek ve kurabiye satışından:

20 kek x 2 dolar = 40 dolar
40 kurabiye x 1 dolar = 40 dolar
Toplam = 40 dolar + 40 dolar = 80 dolar kazanıyor.

Harcamalar:

5 tepsi x 4 dolar = 20 dolar

Frances'in kalan parası:

80 dolar - 20 dolar = 60 dolar

Frances'in 60 doları kalmıştır."
"Samir, Hania'nın 10 yıl önceki yaşının yarısına yeni geldi. Beş yıl sonra Hania 45 yaşında olacaksa, Samir'in yaşı beş yıl sonra kaç olacaktır?","Beş yıl sonra Hania 45 yaşında olacaksa, şu anda Hania 40 yaşında.

Samir, şu anda Hania'nın 10 yıl önceki yaşının yarısına denk gelen yaşta. Hania 10 yıl önce 30 yaşındaydı; dolayısıyla, Hania'nın 10 yıl önceki yaşının yarısı 15 eder. Bu durumda, Samir şu an 15 yaşında.

Samir'in beş yıl sonraki yaşını bulmak için, mevcut yaşına 5 yıl ekleyelim:
15 + 5 = 20

Samir, beş yıl sonra 20 yaşında olacaktır."
"Arnold'un kolajen tozu her 2 kaşık için 18 gram proteine sahiptir.  Protein tozunda kaşık başına 21 gram protein vardır.  Bifteğinde ise 56 gram protein vardır.   Eğer 1 kaşık kolajen tozu, 1 kaşık protein tozu ve biftek yerse, kaç gram protein tüketmiş olur?","Arnold, 1 kaşık kolajen tozunda 9 gram protein (18 gram proteini 2 kaşığa bölerek), 1 kaşık protein tozunda 21 gram protein ve biftekte 56 gram protein alıyor. Toplamda:

9 gram + 21 gram + 56 gram = 86 gram protein tüketmiş olur."
Kurabiye başına 1 dolardan 220 çikolatalı kurabiye ve kurabiye başına 2 dolardan 70 vanilyalı kurabiye satarsanız ne kadar para kazanırsınız?,Toplamda 360 dolar kazanırsınız.
"Bir şeker paketinde 30 adet kiraz aromalı, 40 adet çilek aromalı ve 50 adet ananas aromalı şeker vardır. Aaron her bir şekerlemenin yarısını yiyor ve 5 kiraz aromalı şekerlemeyi arkadaşına veriyor. Şeker paketinde hala kaç şeker vardır?","Aaron her şekerlemenin yarısını yese bile, şekerler hala paket içindeki toplam sayıya dahil olur. Ancak, 5 kiraz aromalı şekeri arkadaşına verdiğinde bu şekerler artık pakette sayılmaz. Başlangıçta toplam 120 şeker (30 kiraz, 40 çilek, 50 ananas) vardı. 5 kiraz aromalı şeker paketten çıkarıldığında:

120 - 5 = 115 şeker kalır."
James her biri 50 sayfa olan 2 defter satın alır.  Her bir sayfanın fiyatı kaç senttir?,"James toplam 100 sayfa (2 defter x 50 sayfa) satın alır. Eğer fiyat toplamı belirtilmiyorsa, sayfa başına fiyatı hesaplayamayız. Bu nedenle, her bir sayfanın fiyatını hesaplamak için tam fiyat bilgisi gerekir."
"John bir iş olarak bilgisayar montajı yapmakta ve önceden yapılmış bilgisayarları satmaktadır. Bilgisayarın parçaları 800 dolara mal olmuştur.  Bilgisayarları, parçaların değerinin 1,4 katına satıyor.  Ayda 60 bilgisayar üretmeyi başarıyor.  Ayda 5000 dolar kira ve 3000 dolar da kira dışı ekstra gider ödemek zorunda.  Ayda ne kadar kar elde ediyor?","John her bir bilgisayarı 800 * 1,4 = 1120 dolara satıyor.

Ayda 60 bilgisayar satarsa, toplam gelir: 60 * 1120 = 67200 dolar.

Parça maliyeti toplamda: 60 * 800 = 48000 dolar.

Kira ve kira dışı ekstra giderler toplamda: 5000 + 3000 = 8000 dolar.

Toplam giderler: 48000 + 8000 = 56000 dolar.

John'un aylık karı: 67200 - 56000 = 11200 dolar."
"Jerry çalıştığı markete karşı dava açar ve kayıp düşer. Davada 30 yıl boyunca yıllık 50.000 $ maaş kaybı, 200.000 $ sağlık faturası ve sağlık ve maaş tazminatlarının üç katına eşit cezai tazminat talep ediyor. İstediğinin %80'ini alırsa, ne kadar para alır?","Jerry'nin talep ettiği toplam tazminat miktarını hesaplayalım:

- 30 yıl boyunca yıllık 50.000 $ maaş kaybı: 30 * 50.000 $ = 1.500.000 $
- Sağlık faturası: 200.000 $
- Cezai tazminat: (1.500.000 $ + 200.000 $) * 3 = 1.700.000 $ * 3 = 5.100.000 $

Toplam talep edilen tazminat: 1.500.000 $ + 200.000 $ + 5.100.000 $ = 6.800.000 $

Jerry, bu miktarın %80'ini alırsa:
6.800.000 $ * 0.80 = 5.440.000 $

Jerry 5.440.000 $ alır."
"Smith ailesi yaza hazırlanıyor ve yüzme havuzlarının doldurulması gerekiyor. Havuz şirketi, havuzun hacmini bulmak için ölçüm yapmalarını ve ardından kaç galon suya ihtiyaç duyduklarını hesaplamak için bunu 5,9 ile çarpmalarını istemiştir. Havuz şirketinin gelip havuzu doldurmasının maliyeti galon başına 0,10 dolardır. Bay Smith ölçüm yapmış ve havuzun 14 fit genişliğinde, 25 fit uzunluğunda ve 4 fit derinliğinde olduğunu tespit etmiştir. Havuzu doldurmak ne kadara mal olacaktır?","İlk olarak, havuzun hacmini hesaplamamız gerekiyor. Havuzun genişliği 14 fit, uzunluğu 25 fit ve derinliği 4 fit olduğuna göre, hacim şu şekilde hesaplanır:

Hacim = Genişlik × Uzunluk × Derinlik
Hacim = 14 ft × 25 ft × 4 ft = 1400 fit³

Havuzun hacmi 1400 fit³'tür. Şimdi, bu hacmi galon su miktarına çevirmek için 5,9 ile çarpmamız gerekiyor:

Galon su miktarı = 1400 fit³ × 5,9 = 8260 galon

Havuz şirketi, su doldurma maliyetini galon başına 0,10 dolar olarak belirlemiş. Bu durumda toplam maliyet:

Toplam maliyet = 8260 galon × 0,10 dolar/galon = 826 dolar

Havuzu doldurmanın maliyeti 826 dolar olacaktır."
"Oliver iki farklı boyuttaki peynirli makarna kutusu arasında karar vermeye çalışıyor. Hangisinin daha uygun fiyatlı olduğunu bilmek istiyor, bu yüzden sadece toplam fiyata bakmak yerine ons başına fiyata bakıyor. Büyük kutu 30 ons, küçük kutu ise 20 ons. Büyük kutunun fiyatı 4,80 dolardır. Küçük kutu 3,40 dolar. Daha iyi değere sahip olan kutunun ons başına fiyatı sent cinsinden nedir (ons başına en düşük fiyat)?","Büyük kutunun ons başına fiyatı:
4,80 $ / 30 ons = 0,16 $/ons (16 sent/ons).

Küçük kutunun ons başına fiyatı:
3,40 $ / 20 ons = 0,17 $/ons (17 sent/ons).

Dolayısıyla, daha iyi değere sahip olan kutunun ons başına fiyatı 16 senttir."
"Jed'in ailesi 6 farklı masa oyunu satın almak istiyor. Her bir masa oyununun fiyatı 15$'dır ve Jed ödemeyi 100$'lık banknot kullanarak yapmıştır. Eğer kasiyer Jed'e para üstü olarak sadece 5$'lık banknot verdiyse, Jed kaç banknot almıştır?","Jed'in ailesi 6 farklı masa oyunu satın almak istiyor. Her bir masa oyununu fiyatı 15$ olduğuna göre toplam maliyet 6 * 15$ = 90$'dır. Jed ödemeyi 100$'lık banknot ile yaptığı için 100$ - 90$ = 10$ para üstü alması gerekiyor. Para üstü olarak 5$'lık banknotlarla verilmişse:

10$ / 5$ = 2 banknot

Dolayısıyla Jed, 2 adet 5$ banknot almıştır."
"Bay Robles, üç maymununu bir hafta boyunca beslemeye yetecek 315 muz satın alır. Maymunlardan biri her gün 10 muz yiyor. İkinci maymun ilk maymundan 4 muz daha fazla yiyor ve üçüncü maymun günün geri kalanında muz yiyor.  Üçüncü maymun her gün kaç muz yiyor?",Üçüncü maymun her gün 15 muz yiyor.
"Bir korsan tayfası haritada X ile işaretlenmiş adada gömülü hazineyi bulmak için kazı yapmaktadır. İlk gün on delik, ikinci gün on üç delik ve üçüncü gün sekiz delik kazdılar. Korsanların sürekli düştüğü iki deliği doldurmak için üçüncü gün kazmayı erken bıraktılar. Kazının dördüncü gününde altın, mücevher ve eski bir şapkayla dolu bir hazine sandığı ortaya çıkardılar. O zamana kadar adada ilk günün sonundakinden dört kat daha fazla delik vardı. Korsanlar hazineyi bulmadan önce dördüncü gün kaç delik kazdılar?","İlk gün korsanlar 10 delik kazdı. İlk günün sonunda 10 delik vardı.

İkinci gün 13 delik kazdılar. İkinci günün sonunda toplam 10 + 13 = 23 delik oldu.

Üçüncü gün 8 delik kazdılar, fakat iki deliği doldurdukları için sadece 8 - 2 = 6 yeni delik eklendi. Üçüncü günün sonunda toplam 23 + 6 = 29 delik oldu.

Dördüncü günün sonunda toplam delik sayısının ilk günün sonundaki delik sayısının dört katı olması gerekiyor:
4 * 10 = 40 delik olmalı.

Üçüncü günün sonunda 29 delik vardı, bu durumda dördüncü gün hazineyi bulana kadar 40 - 29 = 11 delik kazmaları gerekmektedir.

Dördüncü gün korsanlar 11 delik kazdılar."
"Bobby 13 yaşında 300 pound deadlift yapabiliyor.  18 yaşına geldiğinde, önceki ağırlık kaldırışının %250'sinden 100 kilo daha fazla ağırlık kaldırabiliyor.  Yılda kaç kilo eklemiştir?","Bobby'nin 18 yaşına geldiğinde kaldırabildiği ağırlık miktarı:

300 pound * 2.5 + 100 kg

Öncelikle, kilogram ve pound dönüşümünü kullanmalıyız (1 kilogram ≈ 2.20462 pound).

100 kilogram ≈ 100 * 2.20462 ≈ 220.462 pound

O zaman, kaldırdığı toplam ağırlık miktarı:

300 * 2.5 + 220.462 ≈ 750 + 220.462 ≈ 970.462 pound

Bobby 18 yaşında yaklaşık 970.462 pound kaldırabiliyor.

Ağırlık artışı ise:

970.462 pound - 300 pound = 670.462 pound

Bunu yıllık artışa bölmek için, 5 yıllık bir zaman dilimi olduğunu dikkate alalım:

670.462 pound / 5 yıl ≈ 134.0924 pound/yıl

Bobby yılda yaklaşık 134.1 pound eklemiştir."
"Lizzy'nin 30 kiloluk kasalara doldurulmuş 540 kilo balık göndermesi gerekiyor. Her bir kasanın nakliye maliyeti 1,5 $ ise, Lizzy nakliye için ne kadar ödeyecektir?","Lizzy, 540 kiloluk balığı taşımak için 30 kiloluk kasalardan toplam 18 kasa kullanacaktır. Her bir kasanın nakliye maliyeti 1,5 $ olduğuna göre, Lizzy toplamda 27 $ nakliye ücreti ödeyecektir."
Bir binanın gölgesi öğleden sonra sıfırdan başlayarak her saat fazladan 5 feet uzamaktadır.  Öğleden 6 saat sonra binanın gölgesi inç cinsinden ne kadar uzun olur?,"Bir saat boyunca gölge 5 feet uzar. Altı saat sonra gölge:

6 saat × 5 feet/saat = 30 feet uzar.

1 foot 12 inçtir, bu nedenle:

30 feet × 12 inç/foot = 360 inç.

Dolayısıyla, öğleden 6 saat sonra binanın gölgesi 360 inç uzun olur."
Dokuzuncu sınıfta 180 öğrenci var. Bunların 1/4'ü zor bir ayrılık dönemi geçirdikleri için finallerde başarısız oldu. Geri kalanların 1/3'ü sınava gelmedi ve 20'si de D'den daha düşük not aldı. Kaç öğrenci finallerini geçti?,"Dokuzuncu sınıfta toplam 180 öğrenci var.

Bu öğrencilerden 1/4'ü finallerde başarısız oldu:
180 * 1/4 = 45 öğrenci başarısız oldu.

Geriye kalanlar:
180 - 45 = 135 öğrenci.

Bu 135 öğrencinin 1/3'ü sınava gelmedi:
135 * 1/3 = 45 öğrenci sınava gelmedi.

Sınava gelenlerin sayısı:
135 - 45 = 90 öğrenci.

Bu 90 öğrenciden 20'si D'den daha düşük not aldı.

Finalleri geçen öğrenci sayısı:
90 - 20 = 70 öğrenci.

Sonuç olarak, 70 öğrenci finallerini geçti."
"Mona sınıfta paylaşmak için 20 kurabiye getirdi. Jasmine, Mona'dan 5 daha az kurabiye getirdi. Rachel, Jasmine'den 10 tane daha fazla kurabiye getirdi. Mona, Jasmine ve Rachel sınıfta paylaşmak için toplam kaç kurabiye getirmiştir?","Mona 20 kurabiye getirdi.
Jasmine, Mona'dan 5 daha az kurabiye getirdi, yani 20 - 5 = 15 kurabiye.
Rachel, Jasmine'den 10 daha fazla kurabiye getirdi, yani 15 + 10 = 25 kurabiye.

Toplamda, Mona, Jasmine ve Rachel:
20 + 15 + 25 = 60 kurabiye getirmiştir."
"Santana'nın 7 kardeşi var. Bunlardan 3'ünün doğum günü Mart ayında, 1'inin doğum günü Ekim ayında, 1'inin doğum günü Kasım ayında ve diğer 2'si de Aralık ayında doğmuştur. Santana her zaman kardeşlerinin her birine bir doğum günü hediyesi ve bir Noel hediyesi alıyorsa, yılın ikinci yarısında yılın ilk yarısından kaç tane daha fazla hediye alması gerekir?","Yılın ilk yarısında (Ocak-Haziran) Santana hiç hediye almaz çünkü kardeşlerinden hiçbiri bu dönemde doğmamıştır.

Yılın ikinci yarısında (Temmuz-Aralık) Santana şu hediyeleri alır:
- Ekim: 1 doğum günü hediyesi
- Kasım: 1 doğum günü hediyesi
- Aralık: 2 doğum günü hediyesi + 7 Noel hediyesi (tüm kardeşlerine)

Toplam yılın ikinci yarısında: 1 + 1 + 2 + 7 = 11 hediye

Yani, yılın ikinci yarısında yılın ilk yarısına göre 11 tane daha fazla hediye alması gerekir."
Mary bu hafta 15 galon yakıt kullandı. Geçen hafta %20 daha az kullanmıştı. İki hafta boyunca toplam ne kadar yakıt kullanmıştır?,"Mary bu hafta 15 galon yakıt kullandı. Geçen hafta bu miktarın %20 daha azını kullanmıştı.

15 galonun %20'si, 15 * 0.20 = 3 galondur.
Geçen hafta kullandığı miktar, 15 - 3 = 12 galondur.

İki hafta boyunca toplam yakıt tüketimi:
15 + 12 = 27 galon.

Dolayısıyla, Mary iki haftada toplam 27 galon yakıt kullanmıştır."
"Mason, Noah ve Jacob yemek yeme yarışması yapmak isterler ancak hangi yemeği yiyecekleri konusunda anlaşamazlar. Mason sosisli sandviç isterken, Noah hamburgerde ısrar ediyor ve Jacob da turta yemeleri gerektiğini düşünüyor. Sonunda herkesin istediğini yiyebileceği ve kimin kazanacağını belirlemek için yiyeceklerin ağırlığını kullanacakları konusunda anlaşırlar. Bir sosisli sandviç 2 ons, bir burger 5 ons ve bir turta 10 ons ağırlığındadır. Jacob, Noah'ın hamburger yediğinden üç daha az turta yer. Mason, Jacob tarafından tüketilen turta sayısının 3 katı kadar sosisli sandviç yiyor. Noah 8 hamburger yediyse, Mason'ın yediği sosisli sandviçlerin toplam ağırlığı nedir?","Noah 8 hamburger yediyse, toplam ağırlığı 8 * 5 ons = 40 ons olur.

Jacob, Noah'ın yediği hamburgerden üç daha az turta yer, yani 8 - 3 = 5 turta yer. Bu durumda Jacob'ın yediği yiyeceklerin ağırlığı 5 * 10 ons = 50 ons olur.

Mason, Jacob'ın yediği turta sayısının 3 katı kadar sosisli sandviç yiyor, yani 5 * 3 = 15 sosisli sandviç yiyor.

Mason'ın yediği sosisli sandviçlerin toplam ağırlığı 15 * 2 ons = 30 ons olur."
"Üç ağacın en uzunu 108 feet'tir.  Orta büyüklükteki ağaç, en uzun ağacın boyunun yarısından 6 feet daha azdır. En küçük ağaç ortadaki ağacın 1/4 yüksekliğindedir.  En küçük ağacın boyu ne kadardır?",En küçük ağacın boyu 12 feet'tir.
"Sasha, bir miktar kereste satın aldıktan sonra kereste fiyatlarının son birkaç ayda %50 arttığını fark eder. Elinde kalanlar olduğu için onları satmaya karar verir. Elinde her biri 10 dolara mal olan on adet 2 x 4 x 10 tahta kalmıştır. Ayrıca tanesi 16 dolara satın aldığı beş adet 4 x 4 x 10'luk tahtası var. Hepsini satarsa ne kadar kâr eder?","Öncelikle Sasha'nın elinde bulunan tahtaların maliyetini hesaplayalım:

- 10 adet 2 x 4 x 10 tahta, her biri 10 dolar:
  10 adet x 10 dolar = 100 dolar

- 5 adet 4 x 4 x 10 tahta, her biri 16 dolar:
  5 adet x 16 dolar = 80 dolar

Toplam maliyet:
100 dolar + 80 dolar = 180 dolar

Kereste fiyatlarının %50 arttığını biliyoruz, bu durumda satış fiyatları şöyle olur:

- 2 x 4 x 10 tahta, fiyatı %50 artışla:
  10 dolar x 1.5 = 15 dolar (her biri)

- 4 x 4 x 10 tahta, fiyatı %50 artışla:
  16 dolar x 1.5 = 24 dolar (her biri)

Şimdi bu yeni fiyatlarla hepsini satarsa ne kadar gelir elde edeceğini hesaplayalım:

- 10 adet 2 x 4 x 10 tahta, her biri 15 dolar:
  10 adet x 15 dolar = 150 dolar

- 5 adet 4 x 4 x 10 tahta, her biri 24 dolar:
  5 adet x 24 dolar = 120 dolar

Toplam satış geliri:
150 dolar + 120 dolar = 270 dolar

Kârı hesaplamak için toplam satış gelirinden toplam maliyeti çıkaralım:

270 dolar - 180 dolar = 90 dolar

Sasha, tahtaları satarak 90 dolar kâr eder."
"Marie'nin telefonunda 98 okunmamış mesaj vardır. Günde 20 mesaj okuyarak bunları temizlemeye karar verir. Ancak, günde 6 yeni mesaj da almaktadır. Tüm okunmamış mesajlarını okuması kaç gün sürer?",Marie'nin okunmamış mesajlarını okuması 7 gün sürer.
"Mildred ve Candice markete gittiler. Mildred 25 dolar, Candice ise 35 dolar harcadı. Anneleri onlara harcamaları için 100 dolar verdiyse, harcadıktan sonra yanlarında ne kadar kalır?","Anneleri onlara toplamda 100 dolar verdiyse ve Mildred 25 dolar, Candice ise 35 dolar harcadıysa, ikisi toplamda 60 dolar harcamış olur.

Geriye kalan para miktarı:
100 - 60 = 40 dolar

Bu durumda, harcamalarından sonra yanlarında toplamda 40 dolar kalır."
"Chris'in internet faturası 100 GB için aylık 45 dolar ve üzerindeki her 1 GB için 0,25 dolar. Bu ayki faturası 65 dolar. Chris bu faturada kaç GB aşım için ücretlendirilmiştir?","Chris'in faturası 65 dolar. Standart 100 GB için 45 dolar ödeyecektir. Geriye 65 - 45 = 20 dolar kalıyor. Her ekstra 1 GB için 0,25 dolar öderse, bu 20 dolar, 20 / 0,25 = 80 GB aşım için ücretlendirilmiştir."
"Katy, Wendi ve Carrie bir ekmek yapma partisine gittiler.  Katy 5 kiloluk üç torba un getirdi.  Wendi, Katy'den iki kat daha fazla un getirdi, ancak Carrie, Wendi'nin getirdiği un miktarından 5 pound daha az un getirdi.  Carrie, Katy'den ons cinsinden ne kadar daha fazla un getirmiştir?","Katy 15 pound un getirdi (5 pound x 3).

Wendi, Katy'den iki kat fazla un getirdi, yani 30 pound un getirdi (2 x 15).

Carrie, Wendi'den 5 pound daha az un getirdi, yani 25 pound un getirdi (30 - 5).

Carrie's un miktarı Katy's un miktarından şu kadar daha fazladır:
25 pound - 15 pound = 10 pound.

Onsu pounda çevirmek için 1 pound = 16 ons kullanılır.

Dolayısıyla, 10 pound = 10 x 16 = 160 ons.

Carrie, Katy'den 160 ons daha fazla un getirmiştir."
